BUSCI_id	GRC_1	GRC_2	Core_genome	GRC_1_len	GRC_2_len	Core_len
66447at50557	cecidomyiidae	NA	sciaridae	0.312851679	-1	0.0628134424
66571at50557	sciaridae	NA	sciaridae	0.0119598279	-1	0.0014686726
66690at50557	cecidomyiidae	NA	sciaridae	0.094516537	-1	0.0019120227
66842at50557	cecidomyiidae	NA	sciaridae	0.2146905849	-1	0.0226413411
67606at50557	cecidomyiidae	NA	sciaridae	0.0570282045	-1	1e-06
67725at50557	cecidomyiidae	NA	sciaridae	0.0704044096	-1	0.1782320562
68957at50557	cecidomyiidae	NA	sciaridae	0.2084008769	-1	0.066599747
69548at50557	cecidomyiidae	NA	sciaridae	0.1350138427	-1	0.0224495559
69725at50557	sciaridae	NA	sciaridae	0.1863031166	-1	0.0268465218
69855at50557	sciaridae	NA	sciaridae	0.0576130005	-1	0.0343941758
7053at50557	cecidomyiidae	NA	sciaridae	0.1104725868	-1	0.0027548395
70651at50557	cecidomyiidae	NA	sciaridae	0.1770990697	-1	0.066710179
70721at50557	cecidomyiidae	NA	sciaridae	0.0306343896	-1	2.04e-06
70763at50557	sciaridae	NA	sciaridae	0.3699632281	-1	0.0770904556
71619at50557	sciaridae	NA	sciaridae	0.0031452339	-1	0.0329987857
71739at50557	cecidomyiidae	NA	sciaridae	0.0833390123	-1	0.0118142331
72085at50557	cecidomyiidae	NA	sciaridae	0.2416177802	-1	0.2259975905
7307at50557	cecidomyiidae	NA	sciaridae	0.1213851621	-1	0.0429631138
7376at50557	sciaridae	NA	sciaridae	0.0277782874	-1	0.0318479698
73786at50557	cecidomyiidae	NA	sciaridae	0.4437481246	-1	0.0190898493
74150at50557	cecidomyiidae	NA	sciaridae	0.4928398185	-1	0.1175619932
74305at50557	cecidomyiidae	NA	sciaridae	0.2340271913	-1	0.2089088154
74932at50557	cecidomyiidae	NA	sciaridae	0.1536328191	-1	2.2778e-06
75595at50557	cecidomyiidae	NA	sciaridae	0.0362460929	-1	0.0321941958
75820at50557	sciaridae	NA	sciaridae	0.021695147	-1	0.0346710203
76116at50557	cecidomyiidae	NA	sciaridae	0.0720785746	-1	0.0030280138
76481at50557	sciaridae	NA	sciaridae	0.2756048529	-1	0.047827752
76905at50557	cecidomyiidae	NA	sciaridae	0.6871247138	-1	0.0889238748
76963at50557	sciaridae	NA	sciaridae	0.0215659062	-1	0.028577212
77679at50557	cecidomyiidae	NA	sciaridae	0.0664417432	-1	0.0566368701
78175at50557	sciaridae	NA	sciaridae	0.2562414296	-1	0.1418219765
78234at50557	cecidomyiidae	NA	sciaridae	0.0522127852	-1	0.0112155482
78395at50557	cecidomyiidae	NA	sciaridae	0.1585827937	-1	0.0273592923
78643at50557	sciaridae	NA	sciaridae	0.0563967185	-1	0.035817633
78869at50557	cecidomyiidae	NA	sciaridae	0.1054695044	-1	0.0271017274
80377at50557	sciaridae	NA	sciaridae	0.0288909499	-1	0.0218789454
81462at50557	cecidomyiidae	NA	sciaridae	0.0912442572	-1	0.0259441128
81697at50557	sciaridae	NA	sciaridae	0.0285452876	-1	0.0179404176
81782at50557	cecidomyiidae	NA	sciaridae	0.2329352699	-1	0.0378687829
82078at50557	cecidomyiidae	NA	sciaridae	0.2556331694	-1	0.0716629346
83312at50557	cecidomyiidae	NA	sciaridae	0.2058100405	-1	0.02830316
83523at50557	cecidomyiidae	NA	sciaridae	0.1833242184	-1	0.0804663691
83548at50557	sciaridae	NA	sciaridae	0.2464140717	-1	0.2369295306
84251at50557	cecidomyiidae	NA	sciaridae	0.1297399124	-1	0.0091726519
84585at50557	sciaridae	NA	sciaridae	0.05243529	-1	0.0263748439
84764at50557	sciaridae	NA	sciaridae	0.0144084739	-1	0.0148588932
85095at50557	cecidomyiidae	NA	sciaridae	0.4749497819	-1	0.0412853239
85561at50557	sciaridae	NA	sciaridae	0.015609437	-1	1.0026e-06
85876at50557	sciaridae	NA	sciaridae	0.0474615374	-1	2.3244e-06
85889at50557	cecidomyiidae	NA	sciaridae	0.1672948635	-1	0.0380640504
86043at50557	sciaridae	NA	sciaridae	0.0900926893	-1	0.0288142522
86655at50557	cecidomyiidae	NA	sciaridae	0.7832800099	-1	0.158519549
87106at50557	cecidomyiidae	NA	sciaridae	0.3252132614	-1	0.0661104714
87181at50557	cecidomyiidae	NA	sciaridae	0.2988088538	-1	0.0193381495
87421at50557	cecidomyiidae	NA	sciaridae	0.2921227076	-1	0.0086801189
87828at50557	cecidomyiidae	NA	sciaridae	0.2137903356	-1	0.0749898534
88774at50557	sciaridae	NA	sciaridae	0.2759279821	-1	0.0211224376
88991at50557	sciaridae	NA	sciaridae	0.1063167862	-1	0.0725058263
89079at50557	cecidomyiidae	NA	sciaridae	0.2562457491	-1	0.105044562
89383at50557	cecidomyiidae	NA	sciaridae	0.5172244916	-1	0.0125182265
89483at50557	cecidomyiidae	NA	sciaridae	0.1503097177	-1	2.2083e-06
89725at50557	cecidomyiidae	NA	sciaridae	0.3997052226	-1	0.0148708332
89752at50557	cecidomyiidae	NA	sciaridae	0.1990611514	-1	0.0227036397
90358at50557	cecidomyiidae	NA	sciaridae	0.1280657615	-1	0.0413150565
90549at50557	cecidomyiidae	NA	sciaridae	0.0765028135	-1	0.0106094597
91349at50557	sciaridae	NA	sciaridae	0.2327942144	-1	0.0203679774
91571at50557	cecidomyiidae	NA	sciaridae	0.0890429472	-1	0.004056526
91616at50557	cecidomyiidae	NA	sciaridae	0.1876192724	-1	0.2938656453
92202at50557	sciaridae	NA	sciaridae	0.0557359161	-1	0.1655225641
92555at50557	sciaridae	NA	sciaridae	0.0725432382	-1	0.1123226906
92918at50557	cecidomyiidae	NA	sciaridae	0.1690615079	-1	0.0281915114
93282at50557	sciaridae	NA	sciaridae	0.0384989125	-1	0.0108423356
93695at50557	cecidomyiidae	NA	sciaridae	0.6238215263	-1	0.0630762974
94143at50557	sciaridae	NA	sciaridae	0.1425118112	-1	0.0719209642
94422at50557	cecidomyiidae	NA	sciaridae	0.0343322809	-1	2.1023e-06
94500at50557	cecidomyiidae	NA	sciaridae	1.7923596041	-1	0.0983827851
94520at50557	cecidomyiidae	NA	sciaridae	0.2720939315	-1	0.041491948
94582at50557	cecidomyiidae	NA	sciaridae	0.3455655858	-1	0.0340254206
96054at50557	cecidomyiidae	NA	sciaridae	0.2177713183	-1	0.017726312
96115at50557	cecidomyiidae	NA	sciaridae	0.2990102689	-1	0.0465649913
96740at50557	cecidomyiidae	NA	sciaridae	0.2473615743	-1	0.0064149352
9680at50557	cecidomyiidae	NA	sciaridae	0.2518080678	-1	0.0382514618
97065at50557	cecidomyiidae	NA	sciaridae	0.1722413781	-1	0.1955195677
97692at50557	sciaridae	NA	sciaridae	0.0116734045	-1	0.0127359953
98332at50557	cecidomyiidae	NA	other	0.0244899329	-1	1.0003e-06
98341at50557	cecidomyiidae	NA	sciaridae	0.3072414079	-1	0.074127176
98392at50557	cecidomyiidae	NA	sciaridae	0.8697932821	-1	0.2267748973
98549at50557	cecidomyiidae	NA	sciaridae	0.2039401396	-1	0.0837441921
98955at50557	cecidomyiidae	NA	sciaridae	0.3522415277	-1	0.4351046262
99059at50557	cecidomyiidae	NA	sciaridae	0.2182680142	-1	0.0073842455
99930at50557	cecidomyiidae	NA	sciaridae	0.3831403821	-1	0.0510293002
99964at50557	cecidomyiidae	NA	sciaridae	0.1743380248	-1	0.0376971702
